Artist,Song_Age,Decade,Number_of_Records,Spotify_Url,Theme,Title,Year
The Pointer Sisters,35,1980,1,http://open.spotify.com/track/59K6GctkD8lWljFYa8eE6D,Party songs,Jump (For My Love),1984
The Pretenders,40,1970,1,http://open.spotify.com/track/3LRFgPsd8LwJb8TJchrAuO,Party songs,Brass in Pocket,1979
Primal Scream,28,1990,1,http://open.spotify.com/track/5uWCPq3jVOuiun7Uku3wiU,Party songs,Loaded,1991
Prince,36,1980,1,http://open.spotify.com/track/4CEKJRYtYDp0GPzw9JGZYX,Party songs,1999,1983
Prince,35,1980,1,http://open.spotify.com/track/7050AA1cNN8s3482pgx2bO,Party songs,Let’s Go Crazy,1984
The Prodigy,27,1990,1,http://open.spotify.com/track/6XlhmDYOFPSWho2gib2F9z,Party songs,Out of Space,1992
Tito Puente,51,1960,1,,Party songs,Hit the Bongo,1968
Pulp,24,1990,1,http://open.spotify.com/track/6DEakx9CewGzF3u9UEyJvD,Party songs,Sorted for Es and Wizz,1995
Queen,45,1970,1,http://open.spotify.com/track/0s0i59YQo6TBJXEvxkoIfU,Party songs,Now I’m Here,1974
Queens of the Stone Age,19,2000,1,http://open.spotify.com/track/48l5x5ghGRhz10rbuKrI0n,Party songs,Feel Good Hit of the Summer,2000
The Rapture,17,2000,1,http://open.spotify.com/track/7lsMHdLHRRkGElzVPn91ZW,Party songs,House of Jealous Lovers,2002
Lionel Richie,36,1980,1,http://open.spotify.com/track/7HcIV2tSBj8O8RtGed2ViS,Party songs,All Night Long (All Night),1983
Ce Ce Rogers,32,1980,1,,Party songs,Someday,1987
Roots Manuva,18,2000,1,http://open.spotify.com/track/1qNpcgSkAWWbIBDDkwkqH1,Party songs,Witness (1 Hope),2001
Roxy Music,47,1970,1,http://open.spotify.com/track/6b4wMiPcl21hL8owVgIshi,Party songs,Virginia Plain,1972
Rose Royce,43,1970,1,http://open.spotify.com/track/1tJtx09XQnxaynZLOaTNfZ,Party songs,Car Wash,1976
Rufus featuring Chaka Khan,45,1970,1,http://open.spotify.com/track/5jAhlLUmtIBRTzM3f1Im6r,Party songs,Once You Get Started,1974
Sapan Chakraborty,41,1970,1,,Party songs,Baby Let’s Dance Together,1978
Salsoul Orchestra,42,1970,1,,Party songs,Runaway,1977
Gil Scott-Heron,45,1970,1,http://open.spotify.com/track/4lgCSMpVERwvfa9A8tDXJQ,Party songs,The Bottle,1974
Max Sedgley,16,2000,1,http://open.spotify.com/track/4hIwQWVYQ3SMSjkVXrMJKv,Party songs,Happy,2003
Selector,40,1970,1,http://open.spotify.com/track/3Qmtadha85zkLH1H9EGi3u,Party songs,On My Radio,1979
Shannon,36,1980,1,http://open.spotify.com/track/5RgGHpa9S3txqJTxyRChx4,Party songs,Let the Music Play,1983
Artie Shaw,81,1930,1,http://open.spotify.com/track/7zZoN83WXRCiVCyzdCFihV,Party songs,Begin the Beguine,1938
Pluto Shervington,43,1970,1,,Party songs,Dat,1976
Nina Simone,44,1970,1,http://open.spotify.com/track/0aGprKPHGtQyQZ9RCQ9mNI,Party songs,Gin House Blues,1975
Sister Sledge,40,1970,1,http://open.spotify.com/track/3FnkIp37lBYvHljKemR6zp,Party songs,Lost in Music,1979
Sister Sledge,40,1970,1,http://open.spotify.com/track/5MuNxNox3zTanAFIO5KcTl,Party songs,He’s the Greatest Dancer,1979
Skee-Lo,24,1990,1,,Party songs,I Wish,1995
Sly and the Family Stone,51,1960,1,http://open.spotify.com/track/6W9t1lhkATr4XrnXXgL2CV,Party songs,Dance to the Music,1968
The Specials,40,1970,1,http://open.spotify.com/track/2wpQZvvrg6zUBPPBdWgcLK,Party songs,Nite Klub,1979
Sylvester,41,1970,1,http://open.spotify.com/track/0DY0B9PkxKFVs0YagNcAC4,Party songs,You Make Me Feel (Mighty Real),1978
Wayne Smith,34,1980,1,http://open.spotify.com/track/3l9oTzHXnAJcg4x2jU6DvX,Party songs,(Under Mi) Sleng Teng,1985
The Smiths,34,1980,1,,Party songs,How Soon Is Now?,1985
Soft Cell,37,1980,1,http://open.spotify.com/track/6nePlBdKTESydzjOEHt6vX,Party songs,Memorabilia,1982
Sparks,40,1970,1,,Party songs,Beat the Clock,1979
The Spencer Davis Group,52,1960,1,http://open.spotify.com/track/7vRhkN9rpM0FtDhBdZypn4,Party songs,I’m a Man,1967
Candi Staton,43,1970,1,http://open.spotify.com/track/3MFa9idQuY4iJLWsZl3tIQ,Party songs,Young Hearts Run Free,1976
Sueño Latino,30,1980,1,,Party songs,Sueño Latino,1989
The Sundown Playboys,47,1970,1,,Party songs,Saturday Nite Special,1972
The Surfaris,57,1960,1,http://open.spotify.com/track/6uudeEvl6t5WrFgobojt3D,Party songs,Wipe Out,1962
The Sugarhill Gang,40,1970,1,http://open.spotify.com/track/1qb27ZTsi0gVxHteAjPOyD,Party songs,Rapper’s Delight,1979
T-Connection,42,1970,1,http://open.spotify.com/track/5PzK3L2Lm4mbo0H89CAWzg,Party songs,Do What You Wanna Do,1977
Tears for Fears,35,1980,1,http://open.spotify.com/track/4E1n2cvH7Wb7xZ568rHHNy,Party songs,Shout,1984
The Temptations,51,1960,1,http://open.spotify.com/track/5yGqsTtt4oDRY1FdVsVqSL,Party songs,Cloud Nine,1968
The Ting Tings,11,2000,1,http://open.spotify.com/track/3kmSzP8JUM4kUwPWbOFwqA,Party songs,Great DJ,2008
The Trammps,43,1970,1,http://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt,Party songs,Disco Inferno,1976
Vampire Weekend,11,2000,1,http://open.spotify.com/track/0euZeG7kpPhtp4V6e8b9kC,Party songs,A Punk,2008
War,46,1970,1,http://open.spotify.com/track/28q8PaM3ROCZMKeNRBg5Yq,Party songs,Me and Baby Brother,1973
West Street Mob,36,1980,1,,Party songs,Break Dance – Electric Boogie,1983
The Who,54,1960,1,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO,Party songs,My Generation,1965
Esther Williams,43,1970,1,http://open.spotify.com/track/6zMgWeJracgip80YQZsIj2,Party songs,Last Night Changed It All,1976
Jackie Wilson,52,1960,1,,Party songs,(Your Love Keeps Lifting Me) Higher and Higher,1967
Larry Young,44,1970,1,http://open.spotify.com/track/2kXBmTMIDIlNSQEeaQl95A,Party songs,Turn Off the Lights,1975
